Id,Label,timeset,dominant_topic,color,color_cluster,pub_sum,pub_weighted,pub_w_4,filter_>=2,label_size,node_size,modularity_class,eigencentrality,clustering,triangles
5370,"Palmer, David",,D-Agent-decision (8),"#DCE875","#DCE875",2,,,,2,1,24,0.018247,0.666667,374
5373,"Palmieri, Paolo",,H-Classics (24),"#D8CCC7","#A1887F",5,,,,5,2,2,0.007159,0.887446,205
5384,"Pantsar, Markus",,A-Mathematical (15),"#53B6AC","#53B6AC",2,,,,2,1,12,0.010132,0.753333,226
5385,"Panza, Marco",,A-Mathematical (15),"#53B6AC","#53B6AC",4,,,,4,2,12,0.013908,0.608403,362
5390,"Papineau, David",,F-Causation (19),"#FFDFAC","#F4B74C",14,,,,3,2,22,0.005386,0.577778,26
5394,"Parent, T.",,B-Knowledge (21),"#81C884","#81C884",4,,,,4,2,5,0.073054,0.595588,81
5399,"Parikh, Rohit",,A-Truth (23),"#439788","#53B6AC",4,,,,3,2,12,0.031787,0.659698,568
5400,"Paris, Jeffrey B.",,A-Formal (4),"#B2DFDB","#53B6AC",6,,,,3,2,15,0.019108,0.471861,109
5402,"Park, Ilho",,C-Probability (9),"#AED681","#AED681",3,,,,3,2,15,0.086816,0.747056,1459
5404,"Park, Seungbae",,B-Scientific-theory (1),"#66BC6A","#81C884",3,,,,3,2,22,0.013858,0.727823,361
5406,"Park, Woosuk",,A-Truth (23),"#439788","#53B6AC",2,,,,2,1,12,0.002795,0.214286,6
5408,"Parker, Daniel",,G-Quantum (14),"#EF8864","#EF8864",4,,,,4,2,26,0.257149,0.736185,413
5409,"Parker, Matthew W.",,E-Neurosciences (13),"#DCE875","#FDF176",2,,,,2,1,13,0.00274,0.428571,12
5410,"Parker, Wendy S.",,C-Experiment (12),"#C5E2A5","#AED681",8,,,,8,3,9,0.017276,0.623123,415
5423,"Paseau, Alexander",,A-Mathematical (15),"#53B6AC","#53B6AC",5,,,,5,2,12,0.011936,0.565217,143
5431,"Paternotte, Cédric",,B-Knowledge (21),"#81C884","#81C884",5,,,,4,2,5,0.112018,0.626812,173
5437,"Patterson, Douglas Eden",,A-Language (17),"#80CBC4","#53B6AC",2,,,,2,1,12,0.005903,0.43956,40
5440,"Patton, Lydia",,B-Scientific-theory (1),"#66BC6A","#81C884",4,,,,3,2,22,0.004476,0.690909,38
5446,"Pauly, Marc",,A-Formal (4),"#B2DFDB","#53B6AC",3,,,,2,2,12,0.009397,0.464052,71
5451,"Peacock, Kent A.",,G-Quantum (14),"#EF8864","#EF8864",3,,,,2,1,26,0.972135,0.801158,4980
5454,"Pearce, Trevor",,E-Evolution (5),"#FEFAC4","#FDF176",2,,,,2,1,25,0.214888,0.820837,2529
5455,"Pearl, Judea",,F-Causation (19),"#FFDFAC","#F4B74C",3,,,,2,1,9,0.012058,0.619355,288
5459,"Pechenkin, A. A.",,G-Quantum (14),"#EF8864","#EF8864",2,,,,2,1,26,0.221806,0.913043,252
5463,"Pedersen, Nikolaj Jang Lee Linding",,B-Knowledge (21),"#81C884","#81C884",8,,,,5,2,5,0.555095,0.783574,3425
5466,"Peels, Rik",,B-Knowledge (21),"#81C884","#81C884",4,,,,4,2,5,0.60126,0.831993,4036
5469,"Peijnenburg, Jeanne",,C-Probability (9),"#AED681","#AED681",12,,,,7,3,15,0.064534,0.653153,435
5472,"Pelczar, Michael W.",,A-Sentence (7),"#4BA69A","#53B6AC",5,,,,5,2,17,0.03457,0.74359,551
5474,"Pelling, Charlie",,B-Knowledge (21),"#81C884","#81C884",4,,,,4,2,5,0.425388,0.870939,1984
5476,"Pence, Charles H.",,E-Evolution (5),"#FEFAC4","#FDF176",4,,,,3,2,25,0.208271,0.841404,2398
5482,"Pennock, Robert T.",,B-Arguments (22),"#97D8A3","#81C884",2,,,,2,1,19,0.016033,0.549451,50
5494,"Peressini, Anthony",,A-Mathematical (15),"#53B6AC","#53B6AC",5,,,,4,2,22,0.000319,0,0
5496,"Perini, Laura",,E-Perception (10),"#F9D849","#FDF176",4,,,,4,2,13,0.000652,1,1
5501,"Pernu, Tuomas K.",,F-Causation (19),"#FFDFAC","#F4B74C",2,,,,2,1,9,0.021674,0.505682,267
5505,"Perrine, Timothy",,B-Knowledge (21),"#81C884","#81C884",2,,,,2,1,5,0.592437,0.771881,3898
5510,"Persson, Johannes",,F-Causation (19),"#FFDFAC","#F4B74C",6,,,,5,2,9,0.010049,0.553333,166
5511,"Peschard, Isabelle F.",,F-Explanation (16),"#F7CD7F","#F4B74C",3,,,,3,2,9,0.014632,0.363218,158
5513,"Pessoa, Osvaldo",,G-Quantum (14),"#EF8864","#EF8864",3,,,,2,1,26,0.734647,0.897785,2837
5525,"Peterson, Martin",,D-Agent-decision (8),"#DCE875","#DCE875",8,,,,6,2,24,0.025093,0.558653,481
5534,"Pettit, Philip",,D-Agent-decision (8),"#DCE875","#DCE875",6,,,,3,2,24,0.01681,0.643145,319
5535,"Pexton, Mark",,F-Explanation (16),"#F7CD7F","#F4B74C",4,,,,4,2,13,0.019769,0.567568,378
5539,"Pfeifer, Jessica",,E-Evolution (5),"#FEFAC4","#FDF176",2,,,,2,1,25,0.105062,0.893393,595
5553,"Piccinini, Gualtiero",,E-Neurosciences (13),"#DCE875","#FDF176",14,,,,11,3,13,0.019951,0.685714,432
5554,"Pickering, Andrew",,H-Social (18),"#8D6E63","#A1887F",6,,,,2,1,19,0.008924,0.563636,31
5557,"Pietarinen, Ahti-Veikko",,H-Philosophy (6),"#A1887F","#A1887F",4,,,,3,2,19,0.001116,0.3,3
5562,"Pietsch, Wolfgang",,G-Particles (3),"#F3AA91","#EF8864",4,,,,4,2,13,0.002998,0.428571,12
5570,"Pincock, Christopher",,F-Explanation (16),"#F7CD7F","#F4B74C",10,,,,10,3,13,0.01652,0.55615,312
5572,"Pineda, David",,F-Property (2),"#F4B74C","#F4B74C",2,,,,2,1,4,0.128829,0.717656,1886
5578,"Pinto De Oliveira, J. C.",,H-Social (18),"#8D6E63","#A1887F",2,,,,2,1,19,0.093771,0.677749,1590
5593,"Pitts, J. Brian",,G-Quantum (14),"#EF8864","#EF8864",3,,,,3,2,26,0.637278,0.862374,2143
5597,"Placek, Tomasz",,F-Causation (19),"#FFDFAC","#F4B74C",8,,,,5,2,9,0.004392,0.690909,38
5615,"Plutynski, Anya",,E-Evolution (5),"#FEFAC4","#FDF176",4,,,,4,2,25,0.179998,0.774802,1765
5621,"Poggiolesi, Francesca",,A-Truth (23),"#439788","#53B6AC",2,,,,2,1,12,0.041316,0.689412,879
5627,"Polger, Thomas W.",,E-Neurosciences (13),"#DCE875","#FDF176",5,,,,5,2,13,0.020888,0.450216,104
5635,"Pollard, Stephen",,A-Mathematical (15),"#53B6AC","#53B6AC",2,,,,2,1,12,0.010457,0.753623,208
5636,"Pollock, John L.",,C-Probability (9),"#AED681","#AED681",11,,,,4,2,15,0.079071,0.665457,1100
5651,"Portides, Demetris P.",,F-Explanation (16),"#F7CD7F","#F4B74C",2,,,,2,1,13,0.009425,0.563158,107
5660,"Potochnik, Angela",,F-Explanation (16),"#F7CD7F","#F4B74C",11,,,,10,3,13,0.036019,0.412698,260
5664,"Pourciau, Bruce",,H-Classics (24),"#D8CCC7","#A1887F",2,,,,2,1,2,0.005717,0.79085,121
5667,"Powell, Russell",,E-Evolution (5),"#FEFAC4","#FDF176",3,,,,3,2,25,0.213237,0.829504,2491
5674,"Prawitz, Dag",,A-Truth (23),"#439788","#53B6AC",6,,,,2,1,12,0.044929,0.552005,881
5676,"Predelli, Stefano",,A-Sentence (7),"#4BA69A","#53B6AC",6,,,,6,2,17,0.029016,0.740864,669
5679,"Press, Joel Kenton",,F-Explanation (16),"#F7CD7F","#F4B74C",2,,,,2,1,18,0,0,0
5680,"Preston, Beth",,E-Mind (11),"#FDF176","#FDF176",3,,,,2,1,13,0.004602,0.875,119
5681,"Preston, John",,H-Social (18),"#8D6E63","#A1887F",6,,,,5,2,19,0.068392,0.690196,880
5687,"Price, Huw",,B-Arguments (22),"#97D8A3","#81C884",11,,,,3,2,26,0.233963,0.752688,350
5691,"Priest, Graham",,A-Truth (23),"#439788","#53B6AC",7,,,,2,1,12,0.017052,0.731579,139
5694,"Prior, A. N.",,A-Truth (23),"#439788","#53B6AC",6,,,,4,2,19,0.001624,0.5,5
5695,"Pritchard, Duncan",,B-Knowledge (21),"#81C884","#81C884",7,,,,7,3,5,0.617092,0.788088,4221
5697,"Proietti, Carlo",,A-Truth (23),"#439788","#53B6AC",3,,,,2,1,12,0.040728,0.718537,845
5702,"Proust, Joëlle",,E-Mind (11),"#FDF176","#FDF176",3,,,,3,2,13,0.004896,0.79085,121
5705,"Pruss, Alexander R.",,C-Probability (9),"#AED681","#AED681",4,,,,4,2,15,0.043711,0.573257,403
5710,"Psillos, Stathis",,B-Scientific-theory (1),"#66BC6A","#81C884",20,,,,18,4,22,0.014962,0.575075,383
5718,"Puntel, Lorenz B.",,A-Language (17),"#80CBC4","#53B6AC",4,,,,4,2,12,0.003282,0.495238,52
5722,"Pust, Joel",,C-Probability (9),"#AED681","#AED681",5,,,,5,2,15,0.089008,0.727679,1467
5751,"Raatikainen, Panu",,A-Mathematical (15),"#53B6AC","#53B6AC",6,,,,6,2,12,0.007409,0.691176,94
5753,"Rabinowicz, Wlodek",,D-Agent-decision (8),"#DCE875","#DCE875",11,,,,6,2,15,0.037062,0.573975,322
5756,"Radder, Hans",,H-Social (18),"#8D6E63","#A1887F",10,,,,5,2,19,0.097057,0.620511,1676
5758,"Radick, Gregory",,H-History (0),"#BCAAA4","#A1887F",4,,,,3,2,19,0.010953,0.710526,135
5763,"Raerinne, Jani",,E-Evolution (5),"#FEFAC4","#FDF176",2,,,,2,1,25,0.167547,0.873446,1546
5765,"Raftopoulos, Athanassios",,E-Perception (10),"#F9D849","#FDF176",9,,,,8,3,13,0.004298,0.7,84
5779,"Rami, Dolf",,A-Sentence (7),"#4BA69A","#53B6AC",4,,,,4,2,17,0.027226,0.797436,622
5780,"Rampling, Jennifer M.",,H-History (0),"#BCAAA4","#A1887F",2,,,,2,1,19,0.006111,0.882353,135
5783,"Ramsey, Grant",,E-Evolution (5),"#FEFAC4","#FDF176",7,,,,5,2,25,0.211628,0.843472,2468
5784,"Ramsey, Jeffry L.",,G-Particles (3),"#F3AA91","#EF8864",10,,,,4,2,13,0.00641,0.407115,103
5808,"Rast, Erich H.",,A-Sentence (7),"#4BA69A","#53B6AC",2,,,,2,1,17,0.006662,0.818182,45
5809,"Ratcliffe, Matthew",,B-Arguments (22),"#97D8A3","#81C884",2,,,,2,1,13,0.001576,0.5,3
5810,"Rathjen, Michael",,A-Formal (4),"#B2DFDB","#53B6AC",2,,,,2,1,12,0.013801,0.375,186
5832,"Recanati, François",,A-Sentence (7),"#4BA69A","#53B6AC",2,,,,2,1,17,0.022667,0.90121,447
5835,"Reck, Erich H.",,A-Mathematical (15),"#53B6AC","#53B6AC",4,,,,2,2,12,0.014487,0.545045,363
5841,"Reed, Baron",,B-Knowledge (21),"#81C884","#81C884",2,,,,2,1,5,0.530886,0.839615,3141
5860,"Reisch, George A.",,H-Social (18),"#8D6E63","#A1887F",4,,,,3,2,19,0.089425,0.676923,1452
5863,"Reiss, Julian",,F-Causation (19),"#FFDFAC","#F4B74C",5,,,,5,2,9,0.00569,0.666667,70
5869,"Renne, Bryan",,A-Truth (23),"#439788","#53B6AC",3,,,,2,2,12,0.038644,0.68617,774
5874,"Renzi, Barbara Gabriella",,E-Evolution (5),"#FEFAC4","#FDF176",2,,,,2,1,25,0.207937,0.779221,2340
5876,"Rescher, Nicholas",,B-Arguments (22),"#97D8A3","#81C884",18,,,,2,1,19,0.008781,0.818713,140
5877,"Rescorla, Michael",,E-Neurosciences (13),"#DCE875","#FDF176",6,,,,6,2,13,0.012986,0.766667,230
5879,"Resnik, David B.",,H-Social (18),"#8D6E63","#A1887F",12,,,,4,2,19,0.088991,0.665268,1427
5884,"Reutlinger, Alexander",,F-Explanation (16),"#F7CD7F","#F4B74C",10,,,,9,3,13,0.012971,0.56917,144
5886,"Reydon, Thomas A. C.",,E-Evolution (5),"#FEFAC4","#FDF176",6,,,,5,2,25,0.197601,0.837637,2141
5892,"Rheinberger, Hans-Jörg",,E-Evolution (5),"#FEFAC4","#FDF176",6,,,,4,2,19,0.040569,0.706349,267
5897,"Rice, Collin C.",,F-Explanation (16),"#F7CD7F","#F4B74C",5,,,,3,2,13,0.025602,0.51495,465
5904,"Richards, Richard A.",,E-Evolution (5),"#FEFAC4","#FDF176",2,,,,2,1,25,0.207073,0.855135,2373
5907,"Richardson, Alan W.",,H-Social (18),"#8D6E63","#A1887F",8,,,,5,2,19,0.087082,0.690972,1393
5908,"Richardson, Robert C.",,E-Evolution (5),"#FEFAC4","#FDF176",20,,,,7,3,25,0.219826,0.751004,2618
5909,"Richardson, Sarah S.",,H-Social (18),"#8D6E63","#A1887F",3,,,,3,2,19,0.08735,0.737176,1394
5918,"Ridder, Jeroen De",,B-Knowledge (21),"#81C884","#81C884",3,,,,3,2,5,0.558705,0.919018,3518
5921,"Rieger, Adam",,A-Truth (23),"#439788","#53B6AC",2,,,,2,1,12,0.041289,0.567843,724
5929,"Riggs, Wayne",,B-Knowledge (21),"#81C884","#81C884",2,,,,2,1,5,0.607855,0.832121,4119
5943,"Risjord, Mark",,A-Mathematical (15),"#53B6AC","#53B6AC",4,,,,2,1,13,0.001069,0.333333,1
5945,"Risse, Mathias",,D-Agent-decision (8),"#DCE875","#DCE875",4,,,,4,2,24,0.025137,0.598718,467
5948,"Ritchie, Jack",,B-Arguments (22),"#97D8A3","#81C884",3,,,,3,2,22,0.001978,0.7,7
5952,"Rizza, Davide",,A-Formal (4),"#B2DFDB","#53B6AC",4,,,,4,2,12,0.004442,0.5,33
5957,"Roberts, Bryan W.",,G-Quantum (14),"#EF8864","#EF8864",7,,,,7,3,26,0.970065,0.842168,4957
5961,"Roberts, John T.",,C-Probability (9),"#AED681","#AED681",10,,,,9,3,15,0.021542,0.348485,23
5966,"Roberts, Pendaran",,E-Perception (10),"#F9D849","#FDF176",4,,,,3,2,13,0.007889,0.530303,35
5984,"Roche, Michael",,F-Property (2),"#F4B74C","#F4B74C",3,,,,3,2,4,0.115925,0.774985,1326
5985,"Roche, William A.",,C-Probability (9),"#AED681","#AED681",8,,,,6,2,15,0.10537,0.600156,1534
5986,"Rochefort-Maranda, Guillaume",,C-Experiment (12),"#C5E2A5","#AED681",4,,,,4,2,9,0.015742,0.691532,343
5995,"Rodych, Victor",,A-Mathematical (15),"#53B6AC","#53B6AC",4,,,,4,2,12,0.006805,0.509804,78
6007,"Rohrlich, Fritz",,G-Particles (3),"#F3AA91","#EF8864",7,,,,3,2,13,0.010749,0.45,54
6011,"Rohwer, Yasha",,F-Explanation (16),"#F7CD7F","#F4B74C",5,,,,3,2,13,0.017522,0.560606,37
6015,"Rolin, Kristina",,H-Social (18),"#8D6E63","#A1887F",4,,,,4,2,19,0.077928,0.818578,1128
6021,"Romeijn, Jan-Willem",,C-Experiment (12),"#C5E2A5","#AED681",4,,,,4,2,15,0.028779,0.492611,200
6022,"Romero, Felipe",,C-Experiment (12),"#C5E2A5","#AED681",3,,,,3,2,9,0.022296,0.454123,391
6024,"Romeyn, Jan-Willem",,G-Quantum (14),"#EF8864","#EF8864",2,,,,2,1,26,0.413628,0.836263,904
6030,"Root, Michael",,E-Evolution (5),"#FEFAC4","#FDF176",3,,,,3,2,25,0.16315,0.868498,1486
6044,"Rosenberg, Alexander",,E-Evolution (5),"#FEFAC4","#FDF176",30,,,,10,3,25,0.214011,0.814346,2509
6052,"Rosenkranz, Sven",,B-Knowledge (21),"#81C884","#81C884",4,,,,4,2,5,0.324459,0.514286,1242
6057,"Roskies, Adina L.",,E-Neurosciences (13),"#DCE875","#FDF176",3,,,,3,2,13,0.016755,0.752688,350
6070,"Rota, Gian-Carlo",,A-Mathematical (15),"#53B6AC","#53B6AC",4,,,,2,1,12,0.011579,0.660099,268
6072,"Roth, Paul A.",,H-Social (18),"#8D6E63","#A1887F",7,,,,4,2,19,0.075256,0.696296,1034
6077,"Rott, Hans",,A-Truth (23),"#439788","#53B6AC",12,,,,7,3,12,0.056504,0.566066,377
6080,"Rouse, Joseph",,H-Social (18),"#8D6E63","#A1887F",9,,,,2,1,19,0.078898,0.625137,1144
6081,"Roush, Sherrilyn",,C-Confirmation (20),"#DCEDC8","#AED681",2,,,,2,1,15,0.018242,0.397059,54
6083,"Rovane, Carol",,D-Agent-decision (8),"#DCE875","#DCE875",2,,,,2,1,24,0.011815,0.7,210
6086,"Rowbottom, Darrell Patrick",,B-Arguments (22),"#97D8A3","#81C884",17,,,,16,4,19,0.009757,0.309091,17
6090,"Roy, Olivier",,D-Agent-decision (8),"#DCE875","#DCE875",3,,,,3,2,24,0.015624,0.5,203
6103,"Rueger, Alexander",,G-Particles (3),"#F3AA91","#EF8864",14,,,,11,3,4,0.009231,0.388889,14
6104,"Ruetsche, Laura",,G-Quantum (14),"#EF8864","#EF8864",10,,,,8,3,26,0.987086,0.809576,5123
6106,"Ruhmkorff, Samuel",,B-Scientific-theory (1),"#66BC6A","#81C884",2,,,,2,1,22,0.013875,0.620968,308
6117,"Rupert, Robert D.",,F-Property (2),"#F4B74C","#F4B74C",2,,,,2,1,4,0.013395,0.575758,38
6118,"Ruphy, Stéphanie",,F-Property (2),"#F4B74C","#F4B74C",5,,,,5,2,4,0.019552,0.409524,43
6133,"Russo, Federica",,F-Causation (19),"#FFDFAC","#F4B74C",6,,,,4,2,9,0.008694,0.458874,106
6147,"Rynasiewicz, Robert A.",,G-Quantum (14),"#EF8864","#EF8864",13,,,,4,2,26,0.929449,0.852875,4568
6150,"Räz, Tim",,F-Explanation (16),"#F7CD7F","#F4B74C",3,,,,3,2,13,0.022522,0.525641,410
6151,"Rédei, Miklós",,G-Quantum (14),"#EF8864","#EF8864",13,,,,4,2,12,0.033609,0.373626,34
6159,"Saatsi, Juha T.",,B-Scientific-theory (1),"#66BC6A","#81C884",13,,,,11,3,22,0.008856,0.5,138
6184,"Salmon, Wesley C.",,C-Confirmation (20),"#DCEDC8","#AED681",26,,,,3,2,9,0.000965,0.333333,1
6190,"Sample, Matthew S.",,H-Social (18),"#8D6E63","#A1887F",2,,,,2,1,19,0.095993,0.615023,1572
6192,"Samuels, Richard",,E-Neurosciences (13),"#DCE875","#FDF176",2,,,,2,1,13,0.018893,0.615126,366
6195,"San Pedro, Iñaki",,F-Causation (19),"#FFDFAC","#F4B74C",2,,,,2,1,9,0.069918,0.45,54
6205,"Sandu, Gabriel",,A-Truth (23),"#439788","#53B6AC",8,,,,3,2,12,0.040446,0.663529,846
6208,"Sankey, Howard",,B-Knowledge (21),"#81C884","#81C884",14,,,,12,3,5,0.168844,0.57754,324
6210,"Sansom, Roger",,E-Evolution (5),"#FEFAC4","#FDF176",2,,,,2,1,25,0.189641,0.715661,1933
6211,"Sant'Anna, Adonai S.",,A-Formal (4),"#B2DFDB","#53B6AC",3,,,,2,1,12,0.081551,0.411067,104
6223,"Sargent, Rose-Mary",,H-History (0),"#BCAAA4","#A1887F",6,,,,3,2,19,0.01391,0.555556,210
6225,"Sarkar, Husain",,B-Scientific-theory (1),"#66BC6A","#81C884",9,,,,4,2,19,0.021606,0.563158,107
6226,"Sarkar, Sahotra",,E-Evolution (5),"#FEFAC4","#FDF176",14,,,,8,3,25,0.179775,0.952406,1801
6229,"Sartenaer, Olivier",,F-Property (2),"#F4B74C","#F4B74C",4,,,,4,2,4,0.149104,0.709731,1714
6236,"Saunders, Simon W.",,G-Quantum (14),"#EF8864","#EF8864",14,,,,10,3,26,0.980614,0.799147,5057
6239,"Savitt, Steven F.",,G-Quantum (14),"#EF8864","#EF8864",6,,,,2,1,26,0.84072,0.834043,3724
6244,"Scarantino, Andrea",,E-Mind (11),"#FDF176","#FDF176",5,,,,5,2,13,0.00579,0.623377,144
6245,"Scerri, Eric R.",,G-Particles (3),"#F3AA91","#EF8864",15,,,,11,3,13,0.00503,0.595588,81
6250,"Schaffer, Jonathan",,C-Probability (9),"#AED681","#AED681",5,,,,5,2,9,0.002624,0.266667,4
6252,"Schaffner, Kenneth F.",,E-Evolution (5),"#FEFAC4","#FDF176",15,,,,5,2,25,0.104364,0.627197,678
6256,"Schantz, Richard",,B-Knowledge (21),"#81C884","#81C884",2,,,,2,1,5,0.021049,0.7,7
6269,"Scheines, Richard",,F-Causation (19),"#FFDFAC","#F4B74C",7,,,,2,2,9,0.010977,0.581281,236
6274,"Schickore, Jutta",,H-Social (18),"#8D6E63","#A1887F",7,,,,7,3,19,0.044124,0.636508,401
6275,"Schiemer, Georg",,A-Formal (4),"#B2DFDB","#53B6AC",4,,,,2,2,12,0.007657,0.442857,93
6282,"Schindler, Samuel",,C-Experiment (12),"#C5E2A5","#AED681",10,,,,10,3,22,0.004047,0.21978,20
6285,"Schippers, Michael",,C-Probability (9),"#AED681","#AED681",7,,,,6,2,15,0.086878,0.722222,1456
6286,"Schirn, Matthias",,A-Mathematical (15),"#53B6AC","#53B6AC",3,,,,2,1,12,0.014399,0.594958,354
6297,"Schliesser, Eric",,H-Classics (24),"#D8CCC7","#A1887F",3,,,,3,2,2,0.008024,0.753846,245
6298,"Schlimm, Dirk",,A-Mathematical (15),"#53B6AC","#53B6AC",6,,,,6,2,12,0.012027,0.684729,278
6303,"Schmaltz, Tad M.",,H-Classics (24),"#D8CCC7","#A1887F",2,,,,2,1,2,0.008271,0.729345,256
6304,"Schmaus, Warren",,H-Social (18),"#8D6E63","#A1887F",8,,,,5,2,19,0.058187,0.889339,659
6327,"Schnieder, Benjamin",,A-Truth (23),"#439788","#53B6AC",4,,,,3,2,12,0.030244,0.602102,401
6329,"Schoch, Daniel",,A-Formal (4),"#B2DFDB","#53B6AC",4,,,,2,1,12,0.009257,0.411255,95
6334,"Scholl, Raphael",,C-Experiment (12),"#C5E2A5","#AED681",3,,,,3,2,9,0.017681,0.511471,379
6346,"Schrenk, Markus",,F-Property (2),"#F4B74C","#F4B74C",2,,,,2,1,4,0.009946,0.666667,10
6348,"Schroeder, S. Andrew",,B-Arguments (22),"#97D8A3","#81C884",2,,,,2,1,24,0.002531,0,0
6350,"Schroeder-Heister, Peter",,A-Truth (23),"#439788","#53B6AC",4,,,,3,2,12,0.039566,0.610106,809
6354,"Schröder, Jürgen",,F-Property (2),"#F4B74C","#F4B74C",7,,,,6,2,4,0.114309,0.795699,1554
6356,"Schubert, Stefan",,C-Probability (9),"#AED681","#AED681",4,,,,4,2,15,0.095833,0.728249,1289
6359,"Schulte, Oliver",,C-Confirmation (20),"#DCEDC8","#AED681",7,,,,5,2,15,0.000286,0,0
6360,"Schulte, Peter",,B-Arguments (22),"#97D8A3","#81C884",2,,,,2,1,24,0.009721,0.309091,17
6361,"Schulz, Armin W.",,B-Arguments (22),"#97D8A3","#81C884",4,,,,4,2,25,0.020915,0.454545,25
6362,"Schulz, Katrin",,A-Truth (23),"#439788","#53B6AC",2,,,,2,1,12,0.031381,0.84127,530
6363,"Schulz, Moritz",,C-Probability (9),"#AED681","#AED681",4,,,,3,2,15,0.043214,0.631048,313
6366,"Schummer, Joachim",,G-Particles (3),"#F3AA91","#EF8864",2,,,,2,1,13,0.002274,0.711111,32
6368,"Schupbach, Jonah N.",,C-Probability (9),"#AED681","#AED681",8,,,,7,3,15,0.032177,0.58867,239
6369,"Schurz, Gerhard",,C-Confirmation (20),"#DCEDC8","#AED681",35,,,,23,5,12,0.00016,0,0
6376,"Schwartz, Peter H.",,E-Evolution (5),"#FEFAC4","#FDF176",3,,,,3,2,25,0.124558,0.825121,854
6377,"Schwartz, Robert",,B-Arguments (22),"#97D8A3","#81C884",7,,,,2,1,17,0.002177,0.333333,5
6382,"Schwarz, Wolfgang",,C-Probability (9),"#AED681","#AED681",3,,,,3,2,15,0.073772,0.740929,1021
6389,"Schwitzgebel, Eric",,E-Perception (10),"#F9D849","#FDF176",3,,,,3,2,13,0.00314,0.74359,58
6396,"Sciortino, Luca",,H-Social (18),"#8D6E63","#A1887F",2,,,,2,1,19,0.075455,0.810709,1075
6407,"Seager, William E.",,B-Arguments (22),"#97D8A3","#81C884",9,,,,2,1,26,0.891498,0.849697,4206
6413,"Sebens, Charles T.",,G-Quantum (14),"#EF8864","#EF8864",2,,,,2,1,26,0.951155,0.826237,4774
6421,"Segerberg, Krister",,A-Truth (23),"#439788","#53B6AC",4,,,,3,2,12,0.032195,0.667828,575
6425,"Seidel, Markus",,B-Knowledge (21),"#81C884","#81C884",3,,,,3,2,5,0.539497,0.865009,3236
6442,"Sensat, Julius",,D-Agent-decision (8),"#DCE875","#DCE875",2,,,,2,1,24,0.017269,0.8125,403
6443,"Sent, Esther-Mirjam",,E-Neurosciences (13),"#DCE875","#FDF176",2,,,,2,1,19,0.000257,0,0
6445,"Sequoiah-Grayson, Sebastian",,A-Truth (23),"#439788","#53B6AC",2,,,,2,1,12,0.026973,0.791667,418
6451,"Sesardić, Neven",,B-Arguments (22),"#97D8A3","#81C884",5,,,,3,2,25,0.022381,0.727273,40
6462,"Shabel, Lisa",,A-Mathematical (15),"#53B6AC","#53B6AC",2,,,,2,1,12,0.008882,0.549784,127
6464,"Shackel, Nicholas",,B-Knowledge (21),"#81C884","#81C884",5,,,,5,2,5,0.503458,0.678632,2779
6470,"Shagrir, Oron",,E-Neurosciences (13),"#DCE875","#FDF176",8,,,,8,3,13,0.018286,0.632576,334
6471,"Shah, Mehul",,C-Confirmation (20),"#DCEDC8","#AED681",2,,,,2,1,19,0.001898,1,1
6482,"Shapiro, Lawrence A.",,E-Neurosciences (13),"#DCE875","#FDF176",10,,,,7,3,13,0.021109,0.482051,376
6484,"Shapiro, Stewart",,A-Mathematical (15),"#53B6AC","#53B6AC",7,,,,5,2,12,0.016331,0.4375,217
6500,"Shea, Nicholas",,E-Evolution (5),"#FEFAC4","#FDF176",4,,,,4,2,25,0.176042,0.691097,1669
6501,"Shech, Elay",,F-Explanation (16),"#F7CD7F","#F4B74C",3,,,,3,2,13,0.015124,0.618234,217
6506,"Shelley, Cameron",,H-History (0),"#BCAAA4","#A1887F",3,,,,3,2,20,0,0,0
6509,"Shenker, Orly R.",,G-Quantum (14),"#EF8864","#EF8864",7,,,,4,2,26,0.901441,0.77646,4321
6514,"Sher, Gila",,A-Truth (23),"#439788","#53B6AC",5,,,,5,2,12,0.0026,0.333333,5
6516,"Sherry, David M.",,A-Mathematical (15),"#53B6AC","#53B6AC",10,,,,5,2,12,0.011514,0.625287,272
6523,"Shimony, Abner",,G-Quantum (14),"#EF8864","#EF8864",12,,,,2,1,26,0.723603,0.940533,2752
6524,"Shin, Sun-Joo",,A-Mathematical (15),"#53B6AC","#53B6AC",2,,,,2,1,12,0.011569,0.667488,271
6530,"Shoemaker, Sydney",,B-Knowledge (21),"#81C884","#81C884",3,,,,2,1,5,0.353815,0.901948,1389
6531,"Shogenji, Tomoji",,C-Probability (9),"#AED681","#AED681",10,,,,9,3,15,0.073104,0.70296,665
6536,"Shrader-Frechette, Kristin S.",,C-Experiment (12),"#C5E2A5","#AED681",18,,,,5,2,9,0.021452,0.478405,432
6549,"Siebel, Mark",,C-Probability (9),"#AED681","#AED681",4,,,,3,2,15,0.05498,0.759756,623
6554,"Siegel, Harvey",,H-Social (18),"#8D6E63","#A1887F",15,,,,2,1,19,0.064018,0.537879,284
6557,"Sieroka, Norman",,H-Philosophy (6),"#A1887F","#A1887F",2,,,,2,1,19,0.002558,0.688889,31
6562,"Sillari, Giacomo",,D-Agent-decision (8),"#DCE875","#DCE875",3,,,,2,2,24,0.019415,0.704545,372
6564,"Silva, Jairo José Da",,A-Mathematical (15),"#53B6AC","#53B6AC",3,,,,3,2,12,0.012851,0.665323,330
